Label,text
0,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
0,So when you gonna get rimac access 
0,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones"
0,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!"
0,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
0,Ok lor thanx... Ü in school?
0,Are you plans with your family set in stone ?
0,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
0,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
0,Jus finish blowing my hair. U finish dinner already?
0,Cant think of anyone with * spare room off * top of my head
0,Can u get pic msgs to your phone?
0,How abt making some of the pics bigger?
0,Tell me pa. How is pain de.
0,Pandy joined 4w technologies today.he got job..
0,All sounds good. Fingers . Makes it difficult to type
0,You busy or can I come by at some point and figure out what we're doing tomorrow
0,"Nah, I'm a perpetual DD"
0,"I'm in solihull, | do you want anything?"
0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
0,Nice talking to you! please dont forget my pix :) i want to see all of you...
0,I sent you  &lt;#&gt;  bucks
0,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary"
0,Hi.what you think about match?
0,Haiyoh... Maybe your hamster was jealous of million
0,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
0,Lol u still feeling sick?
0,Ok.
0,We live in the next  &lt;#&gt; mins
0,"Playin space poker, u?"
0,In fact when do you leave? I think addie goes back to school tues or wed
0,Hey come online! Use msn... We are all there
0,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
0,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
0,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
0,Hey r ü still online? I've finished the formatting...
0,ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX
0,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice..."
0,S..antha num corrct dane
0,How do you plan to manage that
0,Yeah whatever lol
0,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
0,Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway
0,Ew are you one of them?
0,Just got to  &lt;#&gt;
0,Dont think so. It turns off like randomlly within 5min of opening
0,And pls pls drink plenty plenty water
0,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
0,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?
0,"Yeah, probably earlier than that"
0,Is that seriously how you spell his name?
0,Just haven't decided where yet eh ?
0,Are you ok. What happen to behave like this
0,Can ü call me at 10:10 to make sure dat i've woken up...
0,NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT
0,What's nannys address?
0,I said its okay. Sorry
0,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
0,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
0,Just send a text. We'll skype later.
0,No pic. Please re-send.
0,I went to project centre
0,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
0,Sorry about that this is my mates phone and i didnt write it love Kate
0,Excellent! Are you ready to moan and scream in ecstasy?
0,I'm in inside office..still filling forms.don know when they leave me.
0,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D"
0,Great! I have to run now so ttyl!
0,Oh all have to come ah?
0,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
0,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
0,If india win or level series means this is record:)
0,Did u got that persons story
0,Where are you?when wil you reach here?
0,"I've got  &lt;#&gt; , any way I could pick up?"
0,No need to buy lunch for me.. I eat maggi mee..
0,Moji just informed me that you saved our lives. Thanks.
0,S.i think he is waste for rr..
0,"It's that time of the week again, ryan"
0,Nan sonathaya soladha. Why boss?
0,Y so late but i need to go n get da laptop...
0,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
0,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
0,Compliments to you. Was away from the system. How your side.
0,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  
0,One small prestige problem now.
